scenario;year;rakv;rakennus_tyyppi;kaukolampo;kevyt_oljy;kaasu;sahko;puu;maalampo;muu_lammitys
kasvu;2045;1939;opetus;0.99;0.01;0;0;0;0;0
kasvu;2045;1949;opetus;0.97;0.03;0;0;0;0;0
kasvu;2045;1959;opetus;1;0;0;0;0;0;0
kasvu;2045;1969;opetus;0.97;0.03;0;0;0;0;0
kasvu;2045;1979;opetus;0.85;0.01;0;0;0.14;0;0
kasvu;2045;1989;opetus;0.97;0;0;0;0;0;0.03
kasvu;2045;1999;opetus;1;0;0;0;0;0;0
kasvu;2045;2009;opetus;0.98;0.01;0;0;0;0;0.01
kasvu;2045;2010;opetus;0.98;0;0;0.02;0;0;0
kasvu;2045;2018;opetus;0.99;0;0;0.01;0;0;0
kasvu;2045;2019;opetus;1;0;0;0;0;0;0
kasvu;2045;2020;opetus;1;0;0;0;0;0;0
kasvu;2045;2021;opetus;1;0;0;0;0;0;0
kasvu;2045;2022;opetus;1;0;0;0;0;0;0
kasvu;2045;2023;opetus;1;0;0;0;0;0;0
kasvu;2045;2024;opetus;1;0;0;0;0;0;0
kasvu;2045;2025;opetus;1;0;0;0;0;0;0
kasvu;2045;2026;opetus;1;0;0;0;0;0;0
kasvu;2045;2027;opetus;1;0;0;0;0;0;0
kasvu;2045;2028;opetus;1;0;0;0;0;0;0
kasvu;2045;2029;opetus;1;0;0;0;0;0;0
kasvu;2045;2030;opetus;1;0;0;0;0;0;0
kasvu;2045;2031;opetus;1;0;0;0;0;0;0
kasvu;2045;2032;opetus;1;0;0;0;0;0;0
kasvu;2045;2033;opetus;1;0;0;0;0;0;0
kasvu;2045;2034;opetus;1;0;0;0;0;0;0
kasvu;2045;2035;opetus;1;0;0;0;0;0;0
kasvu;2045;2036;opetus;1;0;0;0;0;0;0
kasvu;2045;2037;opetus;1;0;0;0;0;0;0
kasvu;2045;2038;opetus;1;0;0;0;0;0;0
kasvu;2045;2039;opetus;1;0;0;0;0;0;0
kasvu;2045;2040;opetus;1;0;0;0;0;0;0
kasvu;2045;2041;opetus;1;0;0;0;0;0;0
kasvu;2045;2042;opetus;1;0;0;0;0;0;0
kasvu;2045;2043;opetus;1;0;0;0;0;0;0
kasvu;2045;2044;opetus;1;0;0;0;0;0;0
kasvu;2045;2045;opetus;1;0;0;0;0;0;0
kasvu;2046;9999;opetus;1;0;0;0;0;0;0
kasvu;2046;1920;opetus;1;0;0;0;0;0;0
kasvu;2046;1929;opetus;1;0;0;0;0;0;0
kasvu;2046;1939;opetus;0.99;0.01;0;0;0;0;0
kasvu;2046;1949;opetus;0.97;0.03;0;0;0;0;0
kasvu;2046;1959;opetus;1;0;0;0;0;0;0
kasvu;2046;1969;opetus;0.97;0.03;0;0;0;0;0
kasvu;2046;1979;opetus;0.85;0.01;0;0;0.14;0;0
kasvu;2046;1989;opetus;0.97;0;0;0;0;0;0.03
kasvu;2046;1999;opetus;1;0;0;0;0;0;0
kasvu;2046;2009;opetus;0.98;0.01;0;0;0;0;0.01
kasvu;2046;2010;opetus;0.98;0;0;0.02;0;0;0
kasvu;2046;2018;opetus;0.99;0;0;0.01;0;0;0
kasvu;2046;2019;opetus;1;0;0;0;0;0;0
kasvu;2046;2020;opetus;1;0;0;0;0;0;0
kasvu;2046;2021;opetus;1;0;0;0;0;0;0
kasvu;2046;2022;opetus;1;0;0;0;0;0;0
kasvu;2046;2023;opetus;1;0;0;0;0;0;0
kasvu;2046;2024;opetus;1;0;0;0;0;0;0
kasvu;2046;2025;opetus;1;0;0;0;0;0;0
kasvu;2046;2026;opetus;1;0;0;0;0;0;0
kasvu;2046;2027;opetus;1;0;0;0;0;0;0
kasvu;2046;2028;opetus;1;0;0;0;0;0;0
kasvu;2046;2029;opetus;1;0;0;0;0;0;0
kasvu;2046;2030;opetus;1;0;0;0;0;0;0
kasvu;2046;2031;opetus;1;0;0;0;0;0;0
kasvu;2046;2032;opetus;1;0;0;0;0;0;0
kasvu;2046;2033;opetus;1;0;0;0;0;0;0
kasvu;2046;2034;opetus;1;0;0;0;0;0;0
kasvu;2046;2035;opetus;1;0;0;0;0;0;0
kasvu;2046;2036;opetus;1;0;0;0;0;0;0
kasvu;2046;2037;opetus;1;0;0;0;0;0;0
kasvu;2046;2038;opetus;1;0;0;0;0;0;0
kasvu;2046;2039;opetus;1;0;0;0;0;0;0
kasvu;2046;2040;opetus;1;0;0;0;0;0;0
kasvu;2046;2041;opetus;1;0;0;0;0;0;0
kasvu;2046;2042;opetus;1;0;0;0;0;0;0
kasvu;2046;2043;opetus;1;0;0;0;0;0;0
kasvu;2046;2044;opetus;1;0;0;0;0;0;0
kasvu;2046;2045;opetus;1;0;0;0;0;0;0
kasvu;2046;2046;opetus;1;0;0;0;0;0;0
kasvu;2047;9999;opetus;1;0;0;0;0;0;0
kasvu;2047;1920;opetus;1;0;0;0;0;0;0
kasvu;2047;1929;opetus;1;0;0;0;0;0;0
kasvu;2047;1939;opetus;0.99;0.01;0;0;0;0;0
kasvu;2047;1949;opetus;0.97;0.03;0;0;0;0;0
kasvu;2047;1959;opetus;1;0;0;0;0;0;0
kasvu;2047;1969;opetus;0.97;0.03;0;0;0;0;0
kasvu;2047;1979;opetus;0.85;0.01;0;0;0.14;0;0
kasvu;2047;1989;opetus;0.97;0;0;0;0;0;0.03
kasvu;2047;1999;opetus;1;0;0;0;0;0;0
kasvu;2047;2009;opetus;0.98;0.01;0;0;0;0;0.01
kasvu;2047;2010;opetus;0.98;0;0;0.02;0;0;0
kasvu;2047;2018;opetus;0.99;0;0;0.01;0;0;0
kasvu;2047;2019;opetus;1;0;0;0;0;0;0
kasvu;2047;2020;opetus;1;0;0;0;0;0;0
kasvu;2047;2021;opetus;1;0;0;0;0;0;0
kasvu;2047;2022;opetus;1;0;0;0;0;0;0
kasvu;2047;2023;opetus;1;0;0;0;0;0;0
kasvu;2047;2024;opetus;1;0;0;0;0;0;0
kasvu;2047;2025;opetus;1;0;0;0;0;0;0
kasvu;2047;2026;opetus;1;0;0;0;0;0;0
kasvu;2047;2027;opetus;1;0;0;0;0;0;0
kasvu;2047;2028;opetus;1;0;0;0;0;0;0
kasvu;2047;2029;opetus;1;0;0;0;0;0;0
kasvu;2047;2030;opetus;1;0;0;0;0;0;0
kasvu;2047;2031;opetus;1;0;0;0;0;0;0
kasvu;2047;2032;opetus;1;0;0;0;0;0;0
kasvu;2047;2033;opetus;1;0;0;0;0;0;0
kasvu;2047;2034;opetus;1;0;0;0;0;0;0
kasvu;2047;2035;opetus;1;0;0;0;0;0;0
kasvu;2047;2036;opetus;1;0;0;0;0;0;0
kasvu;2047;2037;opetus;1;0;0;0;0;0;0
kasvu;2047;2038;opetus;1;0;0;0;0;0;0
kasvu;2047;2039;opetus;1;0;0;0;0;0;0
kasvu;2047;2040;opetus;1;0;0;0;0;0;0
kasvu;2047;2041;opetus;1;0;0;0;0;0;0
kasvu;2047;2042;opetus;1;0;0;0;0;0;0
kasvu;2047;2043;opetus;1;0;0;0;0;0;0
kasvu;2047;2044;opetus;1;0;0;0;0;0;0
kasvu;2047;2045;opetus;1;0;0;0;0;0;0
kasvu;2047;2046;opetus;1;0;0;0;0;0;0
kasvu;2047;2047;opetus;1;0;0;0;0;0;0
kasvu;2048;9999;opetus;1;0;0;0;0;0;0
kasvu;2048;1920;opetus;1;0;0;0;0;0;0
kasvu;2048;1929;opetus;1;0;0;0;0;0;0
kasvu;2048;1939;opetus;0.99;0.01;0;0;0;0;0
kasvu;2048;1949;opetus;0.97;0.03;0;0;0;0;0
kasvu;2048;1959;opetus;1;0;0;0;0;0;0
kasvu;2048;1969;opetus;0.97;0.03;0;0;0;0;0
kasvu;2048;1979;opetus;0.85;0.01;0;0;0.14;0;0
kasvu;2048;1989;opetus;0.97;0;0;0;0;0;0.03
kasvu;2048;1999;opetus;1;0;0;0;0;0;0
kasvu;2048;2009;opetus;0.98;0.01;0;0;0;0;0.01
kasvu;2048;2010;opetus;0.98;0;0;0.02;0;0;0
kasvu;2048;2018;opetus;0.99;0;0;0.01;0;0;0
kasvu;2048;2019;opetus;1;0;0;0;0;0;0
kasvu;2048;2020;opetus;1;0;0;0;0;0;0
kasvu;2048;2021;opetus;1;0;0;0;0;0;0
kasvu;2048;2022;opetus;1;0;0;0;0;0;0
kasvu;2048;2023;opetus;1;0;0;0;0;0;0
kasvu;2048;2024;opetus;1;0;0;0;0;0;0
kasvu;2048;2025;opetus;1;0;0;0;0;0;0
kasvu;2048;2026;opetus;1;0;0;0;0;0;0
kasvu;2048;2027;opetus;1;0;0;0;0;0;0
kasvu;2048;2028;opetus;1;0;0;0;0;0;0
kasvu;2048;2029;opetus;1;0;0;0;0;0;0
kasvu;2048;2030;opetus;1;0;0;0;0;0;0
kasvu;2048;2031;opetus;1;0;0;0;0;0;0
kasvu;2048;2032;opetus;1;0;0;0;0;0;0
kasvu;2048;2033;opetus;1;0;0;0;0;0;0
kasvu;2048;2034;opetus;1;0;0;0;0;0;0
kasvu;2048;2035;opetus;1;0;0;0;0;0;0
kasvu;2048;2036;opetus;1;0;0;0;0;0;0
kasvu;2048;2037;opetus;1;0;0;0;0;0;0
kasvu;2048;2038;opetus;1;0;0;0;0;0;0
kasvu;2048;2039;opetus;1;0;0;0;0;0;0
kasvu;2048;2040;opetus;1;0;0;0;0;0;0
kasvu;2048;2041;opetus;1;0;0;0;0;0;0
kasvu;2048;2042;opetus;1;0;0;0;0;0;0
kasvu;2048;2043;opetus;1;0;0;0;0;0;0
kasvu;2048;2044;opetus;1;0;0;0;0;0;0
kasvu;2048;2045;opetus;1;0;0;0;0;0;0
kasvu;2048;2046;opetus;1;0;0;0;0;0;0
kasvu;2048;2047;opetus;1;0;0;0;0;0;0
kasvu;2048;2048;opetus;1;0;0;0;0;0;0
kasvu;2049;9999;opetus;1;0;0;0;0;0;0
kasvu;2049;1920;opetus;1;0;0;0;0;0;0
kasvu;2049;1929;opetus;1;0;0;0;0;0;0
kasvu;2049;1939;opetus;0.99;0.01;0;0;0;0;0
kasvu;2049;1949;opetus;0.97;0.03;0;0;0;0;0
kasvu;2049;1959;opetus;1;0;0;0;0;0;0
kasvu;2049;1969;opetus;0.97;0.03;0;0;0;0;0
kasvu;2049;1979;opetus;0.85;0.01;0;0;0.14;0;0
kasvu;2049;1989;opetus;0.97;0;0;0;0;0;0.03
kasvu;2049;1999;opetus;1;0;0;0;0;0;0
kasvu;2049;2009;opetus;0.98;0.01;0;0;0;0;0.01
kasvu;2049;2010;opetus;0.98;0;0;0.02;0;0;0
kasvu;2049;2018;opetus;0.99;0;0;0.01;0;0;0
kasvu;2049;2019;opetus;1;0;0;0;0;0;0
kasvu;2049;2020;opetus;1;0;0;0;0;0;0
kasvu;2049;2021;opetus;1;0;0;0;0;0;0
kasvu;2049;2022;opetus;1;0;0;0;0;0;0
kasvu;2049;2023;opetus;1;0;0;0;0;0;0
kasvu;2049;2024;opetus;1;0;0;0;0;0;0
kasvu;2049;2025;opetus;1;0;0;0;0;0;0
kasvu;2049;2026;opetus;1;0;0;0;0;0;0
kasvu;2049;2027;opetus;1;0;0;0;0;0;0
kasvu;2049;2028;opetus;1;0;0;0;0;0;0
kasvu;2049;2029;opetus;1;0;0;0;0;0;0
kasvu;2049;2030;opetus;1;0;0;0;0;0;0
kasvu;2049;2031;opetus;1;0;0;0;0;0;0
kasvu;2049;2032;opetus;1;0;0;0;0;0;0
kasvu;2049;2033;opetus;1;0;0;0;0;0;0
kasvu;2049;2034;opetus;1;0;0;0;0;0;0
kasvu;2049;2035;opetus;1;0;0;0;0;0;0
kasvu;2049;2036;opetus;1;0;0;0;0;0;0
kasvu;2049;2037;opetus;1;0;0;0;0;0;0
kasvu;2049;2038;opetus;1;0;0;0;0;0;0
kasvu;2049;2039;opetus;1;0;0;0;0;0;0
kasvu;2049;2040;opetus;1;0;0;0;0;0;0
kasvu;2049;2041;opetus;1;0;0;0;0;0;0
kasvu;2049;2042;opetus;1;0;0;0;0;0;0
kasvu;2049;2043;opetus;1;0;0;0;0;0;0
kasvu;2049;2044;opetus;1;0;0;0;0;0;0
kasvu;2049;2045;opetus;1;0;0;0;0;0;0
kasvu;2049;2046;opetus;1;0;0;0;0;0;0
kasvu;2049;2047;opetus;1;0;0;0;0;0;0
kasvu;2049;2048;opetus;1;0;0;0;0;0;0
kasvu;2049;2049;opetus;1;0;0;0;0;0;0
kasvu;2050;9999;opetus;1;0;0;0;0;0;0
kasvu;2050;1920;opetus;1;0;0;0;0;0;0
kasvu;2050;1929;opetus;1;0;0;0;0;0;0
kasvu;2050;1939;opetus;0.99;0.01;0;0;0;0;0
kasvu;2050;1949;opetus;0.97;0.03;0;0;0;0;0
kasvu;2050;1959;opetus;1;0;0;0;0;0;0
kasvu;2050;1969;opetus;0.97;0.03;0;0;0;0;0
kasvu;2050;1979;opetus;0.85;0.01;0;0;0.14;0;0
kasvu;2050;1989;opetus;0.97;0;0;0;0;0;0.03
kasvu;2050;1999;opetus;1;0;0;0;0;0;0
kasvu;2050;2009;opetus;0.98;0.01;0;0;0;0;0.01
kasvu;2050;2010;opetus;0.98;0;0;0.02;0;0;0
kasvu;2050;2018;opetus;0.99;0;0;0.01;0;0;0
kasvu;2050;2019;opetus;1;0;0;0;0;0;0
kasvu;2050;2020;opetus;1;0;0;0;0;0;0
kasvu;2050;2021;opetus;1;0;0;0;0;0;0
kasvu;2050;2022;opetus;1;0;0;0;0;0;0
kasvu;2050;2023;opetus;1;0;0;0;0;0;0
kasvu;2050;2024;opetus;1;0;0;0;0;0;0
kasvu;2050;2025;opetus;1;0;0;0;0;0;0
kasvu;2050;2026;opetus;1;0;0;0;0;0;0
kasvu;2050;2027;opetus;1;0;0;0;0;0;0
kasvu;2050;2028;opetus;1;0;0;0;0;0;0
kasvu;2050;2029;opetus;1;0;0;0;0;0;0
kasvu;2050;2030;opetus;1;0;0;0;0;0;0
kasvu;2050;2031;opetus;1;0;0;0;0;0;0
kasvu;2050;2032;opetus;1;0;0;0;0;0;0
kasvu;2050;2033;opetus;1;0;0;0;0;0;0
kasvu;2050;2034;opetus;1;0;0;0;0;0;0
kasvu;2050;2035;opetus;1;0;0;0;0;0;0
kasvu;2050;2036;opetus;1;0;0;0;0;0;0
kasvu;2050;2037;opetus;1;0;0;0;0;0;0
kasvu;2050;2038;opetus;1;0;0;0;0;0;0
kasvu;2050;2039;opetus;1;0;0;0;0;0;0
kasvu;2050;2040;opetus;1;0;0;0;0;0;0
kasvu;2050;2041;opetus;1;0;0;0;0;0;0
kasvu;2050;2042;opetus;1;0;0;0;0;0;0
kasvu;2050;2043;opetus;1;0;0;0;0;0;0
kasvu;2050;2044;opetus;1;0;0;0;0;0;0
kasvu;2050;2045;opetus;1;0;0;0;0;0;0
kasvu;2050;2046;opetus;1;0;0;0;0;0;0
kasvu;2050;2047;opetus;1;0;0;0;0;0;0
kasvu;2050;2048;opetus;1;0;0;0;0;0;0
kasvu;2050;2049;opetus;1;0;0;0;0;0;0
kasvu;2050;2050;opetus;1;0;0;0;0;0;0
muutos;2018;9999;opetus;1;0;0;0;0;0;0
muutos;2018;1920;opetus;1;0;0;0;0;0;0
muutos;2018;1929;opetus;1;0;0;0;0;0;0
muutos;2018;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2018;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2018;1959;opetus;1;0;0;0;0;0;0
muutos;2018;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2018;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2018;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2018;1999;opetus;1;0;0;0;0;0;0
muutos;2018;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2018;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2018;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2019;9999;opetus;1;0;0;0;0;0;0
muutos;2019;1920;opetus;1;0;0;0;0;0;0
muutos;2019;1929;opetus;1;0;0;0;0;0;0
muutos;2019;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2019;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2019;1959;opetus;1;0;0;0;0;0;0
muutos;2019;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2019;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2019;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2019;1999;opetus;1;0;0;0;0;0;0
muutos;2019;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2019;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2019;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2019;2019;opetus;1;0;0;0;0;0;0
muutos;2020;9999;opetus;1;0;0;0;0;0;0
muutos;2020;1920;opetus;1;0;0;0;0;0;0
muutos;2020;1929;opetus;1;0;0;0;0;0;0
muutos;2020;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2020;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2020;1959;opetus;1;0;0;0;0;0;0
muutos;2020;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2020;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2020;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2020;1999;opetus;1;0;0;0;0;0;0
muutos;2020;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2020;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2020;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2020;2019;opetus;1;0;0;0;0;0;0
muutos;2020;2020;opetus;1;0;0;0;0;0;0
muutos;2021;9999;opetus;1;0;0;0;0;0;0
muutos;2021;1920;opetus;1;0;0;0;0;0;0
muutos;2021;1929;opetus;1;0;0;0;0;0;0
muutos;2021;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2021;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2021;1959;opetus;1;0;0;0;0;0;0
muutos;2021;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2021;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2021;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2021;1999;opetus;1;0;0;0;0;0;0
muutos;2021;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2021;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2021;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2021;2019;opetus;1;0;0;0;0;0;0
muutos;2021;2020;opetus;1;0;0;0;0;0;0
muutos;2021;2021;opetus;1;0;0;0;0;0;0
muutos;2022;9999;opetus;1;0;0;0;0;0;0
muutos;2022;1920;opetus;1;0;0;0;0;0;0
muutos;2022;1929;opetus;1;0;0;0;0;0;0
muutos;2022;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2022;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2022;1959;opetus;1;0;0;0;0;0;0
muutos;2022;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2022;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2022;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2022;1999;opetus;1;0;0;0;0;0;0
muutos;2022;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2022;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2022;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2022;2019;opetus;1;0;0;0;0;0;0
muutos;2022;2020;opetus;1;0;0;0;0;0;0
muutos;2022;2021;opetus;1;0;0;0;0;0;0
muutos;2022;2022;opetus;1;0;0;0;0;0;0
muutos;2023;9999;opetus;1;0;0;0;0;0;0
muutos;2023;1920;opetus;1;0;0;0;0;0;0
muutos;2023;1929;opetus;1;0;0;0;0;0;0
muutos;2023;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2023;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2023;1959;opetus;1;0;0;0;0;0;0
muutos;2023;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2023;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2023;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2023;1999;opetus;1;0;0;0;0;0;0
muutos;2023;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2023;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2023;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2023;2019;opetus;1;0;0;0;0;0;0
muutos;2023;2020;opetus;1;0;0;0;0;0;0
muutos;2023;2021;opetus;1;0;0;0;0;0;0
muutos;2023;2022;opetus;1;0;0;0;0;0;0
muutos;2023;2023;opetus;1;0;0;0;0;0;0
muutos;2024;9999;opetus;1;0;0;0;0;0;0
muutos;2024;1920;opetus;1;0;0;0;0;0;0
muutos;2024;1929;opetus;1;0;0;0;0;0;0
muutos;2024;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2024;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2024;1959;opetus;1;0;0;0;0;0;0
muutos;2024;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2024;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2024;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2024;1999;opetus;1;0;0;0;0;0;0
muutos;2024;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2024;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2024;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2024;2019;opetus;1;0;0;0;0;0;0
muutos;2024;2020;opetus;1;0;0;0;0;0;0
muutos;2024;2021;opetus;1;0;0;0;0;0;0
muutos;2024;2022;opetus;1;0;0;0;0;0;0
muutos;2024;2023;opetus;1;0;0;0;0;0;0
muutos;2024;2024;opetus;1;0;0;0;0;0;0
muutos;2025;9999;opetus;1;0;0;0;0;0;0
muutos;2025;1920;opetus;1;0;0;0;0;0;0
muutos;2025;1929;opetus;1;0;0;0;0;0;0
muutos;2025;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2025;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2025;1959;opetus;1;0;0;0;0;0;0
muutos;2025;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2025;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2025;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2025;1999;opetus;1;0;0;0;0;0;0
muutos;2025;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2025;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2025;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2025;2019;opetus;1;0;0;0;0;0;0
muutos;2025;2020;opetus;1;0;0;0;0;0;0
muutos;2025;2021;opetus;1;0;0;0;0;0;0
muutos;2025;2022;opetus;1;0;0;0;0;0;0
muutos;2025;2023;opetus;1;0;0;0;0;0;0
muutos;2025;2024;opetus;1;0;0;0;0;0;0
muutos;2025;2025;opetus;1;0;0;0;0;0;0
muutos;2026;9999;opetus;1;0;0;0;0;0;0
muutos;2026;1920;opetus;1;0;0;0;0;0;0
muutos;2026;1929;opetus;1;0;0;0;0;0;0
muutos;2026;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2026;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2026;1959;opetus;1;0;0;0;0;0;0
muutos;2026;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2026;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2026;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2026;1999;opetus;1;0;0;0;0;0;0
muutos;2026;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2026;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2026;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2026;2019;opetus;1;0;0;0;0;0;0
muutos;2026;2020;opetus;1;0;0;0;0;0;0
muutos;2026;2021;opetus;1;0;0;0;0;0;0
muutos;2026;2022;opetus;1;0;0;0;0;0;0
muutos;2026;2023;opetus;1;0;0;0;0;0;0
muutos;2026;2024;opetus;1;0;0;0;0;0;0
muutos;2026;2025;opetus;1;0;0;0;0;0;0
muutos;2026;2026;opetus;1;0;0;0;0;0;0
muutos;2027;9999;opetus;1;0;0;0;0;0;0
muutos;2027;1920;opetus;1;0;0;0;0;0;0
muutos;2027;1929;opetus;1;0;0;0;0;0;0
muutos;2027;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2027;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2027;1959;opetus;1;0;0;0;0;0;0
muutos;2027;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2027;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2027;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2027;1999;opetus;1;0;0;0;0;0;0
muutos;2027;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2027;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2027;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2027;2019;opetus;1;0;0;0;0;0;0
muutos;2027;2020;opetus;1;0;0;0;0;0;0
muutos;2027;2021;opetus;1;0;0;0;0;0;0
muutos;2027;2022;opetus;1;0;0;0;0;0;0
muutos;2027;2023;opetus;1;0;0;0;0;0;0
muutos;2027;2024;opetus;1;0;0;0;0;0;0
muutos;2027;2025;opetus;1;0;0;0;0;0;0
muutos;2027;2026;opetus;1;0;0;0;0;0;0
muutos;2027;2027;opetus;1;0;0;0;0;0;0
muutos;2028;9999;opetus;1;0;0;0;0;0;0
muutos;2028;1920;opetus;1;0;0;0;0;0;0
muutos;2028;1929;opetus;1;0;0;0;0;0;0
muutos;2028;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2028;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2028;1959;opetus;1;0;0;0;0;0;0
muutos;2028;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2028;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2028;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2028;1999;opetus;1;0;0;0;0;0;0
muutos;2028;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2028;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2028;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2028;2019;opetus;1;0;0;0;0;0;0
muutos;2028;2020;opetus;1;0;0;0;0;0;0
muutos;2028;2021;opetus;1;0;0;0;0;0;0
muutos;2028;2022;opetus;1;0;0;0;0;0;0
muutos;2028;2023;opetus;1;0;0;0;0;0;0
muutos;2028;2024;opetus;1;0;0;0;0;0;0
muutos;2028;2025;opetus;1;0;0;0;0;0;0
muutos;2028;2026;opetus;1;0;0;0;0;0;0
muutos;2028;2027;opetus;1;0;0;0;0;0;0
muutos;2028;2028;opetus;1;0;0;0;0;0;0
muutos;2029;9999;opetus;1;0;0;0;0;0;0
muutos;2029;1920;opetus;1;0;0;0;0;0;0
muutos;2029;1929;opetus;1;0;0;0;0;0;0
muutos;2029;1939;opetus;0.99;0.01;0;0;0;0;0
muutos;2029;1949;opetus;0.97;0.03;0;0;0;0;0
muutos;2029;1959;opetus;1;0;0;0;0;0;0
muutos;2029;1969;opetus;0.97;0.03;0;0;0;0;0
muutos;2029;1979;opetus;0.85;0.01;0;0;0.14;0;0
muutos;2029;1989;opetus;0.97;0;0;0;0;0;0.03
muutos;2029;1999;opetus;1;0;0;0;0;0;0
muutos;2029;2009;opetus;0.98;0.01;0;0;0;0;0.01
muutos;2029;2010;opetus;0.98;0;0;0.02;0;0;0
muutos;2029;2018;opetus;0.99;0;0;0.01;0;0;0
muutos;2029;2019;opetus;1;0;0;0;0;0;0
muutos;2029;2020;opetus;1;0;0;0;0;0;0
