scenario;year;rakv;rakennus_tyyppi;kaukolampo;kevyt_oljy;kaasu;sahko;puu;maalampo;muu_lammitys
wem;2024;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2024;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2024;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2024;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2024;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2024;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2024;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2024;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2025;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2025;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2025;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2025;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2025;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2025;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2025;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2025;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2025;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2025;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2025;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2025;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2025;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2025;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2025;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2025;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2025;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2025;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2025;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2025;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2026;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2026;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2026;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2026;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2026;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2026;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2026;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2026;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2026;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2026;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2026;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2026;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2026;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2026;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2026;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2026;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2026;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2026;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2026;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2026;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2026;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2027;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2027;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2027;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2027;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2027;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2027;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2027;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2027;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2027;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2027;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2027;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2027;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2027;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2027;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2027;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2027;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2027;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2027;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2027;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2027;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2027;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2027;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2028;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2028;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2028;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2028;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2028;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2028;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2028;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2028;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2028;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2028;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2028;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2028;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2028;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2028;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2028;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2028;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2028;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2028;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2028;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2028;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2028;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2028;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2028;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2029;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2029;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2029;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2029;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2029;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2029;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2029;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2029;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2029;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2029;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2029;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2029;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2029;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2029;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2029;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2029;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2029;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2029;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2029;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2029;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2029;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2029;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2029;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2029;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2030;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2030;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2030;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2030;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2030;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2030;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2030;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2030;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2030;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2030;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2030;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2030;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2030;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2030;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2030;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2030;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2030;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2030;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2030;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2030;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2030;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2030;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2030;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2030;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2030;2030;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2031;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2031;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2031;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2031;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2031;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2031;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2031;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2031;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2031;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2031;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2031;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2031;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2031;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2031;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2031;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2031;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2031;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2031;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2031;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2031;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2031;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2031;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2031;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2031;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2031;2030;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2031;2031;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2032;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2032;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2032;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2032;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2032;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2032;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2032;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2032;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2032;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2032;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2032;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2032;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2032;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2032;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2032;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2032;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2032;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2032;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2032;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2032;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2032;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2032;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2032;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2032;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2032;2030;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2032;2031;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2032;2032;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2033;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2033;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2033;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2033;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2033;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2033;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2033;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2033;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2033;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2033;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2033;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2033;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2033;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2033;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2033;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2033;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2033;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2033;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2033;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2033;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2033;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2033;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2033;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2033;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2033;2030;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2033;2031;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2033;2032;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2033;2033;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2034;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2034;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2034;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2034;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2034;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2034;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2034;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2034;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2034;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2034;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2034;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2034;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2034;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2034;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2034;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2034;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2034;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2034;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2034;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;2030;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;2031;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;2032;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;2033;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2034;2034;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2035;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2035;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2035;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2035;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2035;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2035;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2035;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2035;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2035;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2035;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2035;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2035;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2035;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2035;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2035;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2035;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2035;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2035;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2035;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2030;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2031;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2032;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2033;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2034;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2035;2035;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2036;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2036;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2036;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2036;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2036;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2036;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2036;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2036;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2036;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2036;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2036;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2036;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2036;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2036;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2036;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2036;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2036;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2036;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2036;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2030;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2031;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2032;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2033;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2034;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2035;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2036;2036;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2037;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2037;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2037;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2037;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2037;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2037;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2037;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2037;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2037;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2037;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2037;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2037;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2037;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2037;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2037;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2037;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2037;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2037;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2037;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2030;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2031;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2032;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2033;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2034;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2035;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2036;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2037;2037;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;9999;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2038;1920;erpien;0.08;0.19;0;0.61;0.01;0.03;0.08
wem;2038;1929;erpien;0.05;0.18;0;0.51;0.01;0.03;0.22
wem;2038;1939;erpien;0.04;0.31;0;0.48;0.01;0.04;0.12
wem;2038;1949;erpien;0.04;0.32;0;0.44;0;0.06;0.13
wem;2038;1959;erpien;0.03;0.56;0;0.26;0.01;0.08;0.06
wem;2038;1969;erpien;0.06;0.72;0;0.12;0;0.07;0.03
wem;2038;1979;erpien;0.08;0.64;0;0.19;0;0.07;0.02
wem;2038;1989;erpien;0.14;0.13;0;0.68;0;0.02;0.03
wem;2038;1999;erpien;0.13;0.22;0;0.56;0.01;0.04;0.04
wem;2038;2009;erpien;0.27;0.06;0;0.49;0.02;0.14;0.01
wem;2038;2010;erpien;0.12;0;0;0.27;0.03;0.56;0.03
wem;2038;2018;erpien;0.09;0;0;0.07;0.01;0.76;0.06
wem;2038;2019;erpien;0.11;0;0;0.1;0.01;0.73;0.05
wem;2038;2020;erpien;0.12;0;0;0.13;0.02;0.69;0.04
wem;2038;2021;erpien;0.12;0;0;0.12;0.02;0.71;0.03
wem;2038;2022;erpien;0.11;0;0;0.12;0.01;0.73;0.03
wem;2038;2023;erpien;0.11;0;0;0.11;0.01;0.75;0.03
wem;2038;2024;erpien;0.1;0;0;0.11;0.01;0.77;0.02
wem;2038;2025;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2026;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2027;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2028;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2029;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2030;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2031;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2032;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2033;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2034;erpien;0.1;0;0;0.1;0.01;0.79;0
wem;2038;2035;erpien;0.1;0;0;0.1;0.01;0.79;0
