scenario;rakv;rakennus_tyyppi;sahko_kiinteisto_kwhm2
pysahdys;2046;varast;0
pysahdys;2046;muut;25
pysahdys;2047;erpien;10
pysahdys;2047;rivita;20
pysahdys;2047;askert;22
pysahdys;2047;liike;25
pysahdys;2047;tsto;20
pysahdys;2047;liiken;25
pysahdys;2047;hoito;35
pysahdys;2047;kokoon;25
pysahdys;2047;opetus;20
pysahdys;2047;teoll;0
pysahdys;2047;varast;0
pysahdys;2047;muut;25
pysahdys;2048;erpien;10
pysahdys;2048;rivita;20
pysahdys;2048;askert;22
pysahdys;2048;liike;25
pysahdys;2048;tsto;20
pysahdys;2048;liiken;25
pysahdys;2048;hoito;35
pysahdys;2048;kokoon;25
pysahdys;2048;opetus;20
pysahdys;2048;teoll;0
pysahdys;2048;varast;0
pysahdys;2048;muut;25
pysahdys;2049;erpien;10
pysahdys;2049;rivita;20
pysahdys;2049;askert;22
pysahdys;2049;liike;25
pysahdys;2049;tsto;20
pysahdys;2049;liiken;25
pysahdys;2049;hoito;35
pysahdys;2049;kokoon;25
pysahdys;2049;opetus;20
pysahdys;2049;teoll;0
pysahdys;2049;varast;0
pysahdys;2049;muut;25
pysahdys;2050;erpien;10
pysahdys;2050;rivita;20
pysahdys;2050;askert;22
pysahdys;2050;liike;25
pysahdys;2050;tsto;20
pysahdys;2050;liiken;25
pysahdys;2050;hoito;35
pysahdys;2050;kokoon;25
pysahdys;2050;opetus;20
pysahdys;2050;teoll;0
pysahdys;2050;varast;0
pysahdys;2050;muut;25
